Feature,Duration,ATE,Normalized_ATE,Sum_Normalized_ATE,Type
High Gain Antenna Azimuth,130,-6.606161305892303,-0.8007756055610176,1.0,IBS_N
Heater Dutycycle,130,-0.0639962820834731,-0.007757403909186702,1.0,IBS_N
Outboard Sensor minus Inboard Sensor Temp.,130,1.482725597131234,0.17973077449146713,1.0,IBS_N
2.5V_PCU_ELB,140,0.3576293354006599,0.011245593743252754,0.9999999999999999,IBS_N
Radial Distance from Sun,140,-0.113917681896053,-0.003582122169426897,0.9999999999999999,IBS_N
Electronic Box Temperature,140,-0.4903020562638587,-0.015417464929289566,0.9999999999999999,IBS_N
Outboard Sensor Temperature,140,0.5253960637172552,0.016520990036371298,0.9999999999999999,IBS_N
Inboard Sensor Temperature,140,-0.1479941801198559,-0.004653651871508642,0.9999999999999999,IBS_N
Search Coil Magnetometer's Temperature,140,0.590866234939678,0.018579688456744802,0.9999999999999999,IBS_N
Solar Array's Angle,140,36.63397358619678,1.1519490807147612,0.9999999999999999,IBS_N
High Gain Antenna Azimuth,140,-7.868220181321642,-0.24741484795277352,0.9999999999999999,IBS_N
Heater Dutycycle,140,0.1392672655560064,0.004379235524462672,0.9999999999999999,IBS_N
Outboard Sensor minus Inboard Sensor Temp.,140,2.175031568266218,0.06839349844740582,0.9999999999999999,IBS_N
2.5V_PCU_ELB,150,-0.2663295373080348,0.021673582871328246,1.0,IBS_N
Radial Distance from Sun,150,-0.1636280115994204,0.013315854130625214,1.0,IBS_N
Electronic Box Temperature,150,-0.0130483962694178,0.001061863061610272,1.0,IBS_N
Outboard Sensor Temperature,150,0.5292284769086487,-0.04306798775713708,1.0,IBS_N
Inboard Sensor Temperature,150,0.2625356702705817,-0.02136484245721512,1.0,IBS_N
Search Coil Magnetometer's Temperature,150,-0.71568305913022,0.05824144121770521,1.0,IBS_N
Solar Array's Angle,150,-17.51207968097304,1.4251123403405628,1.0,IBS_N
High Gain Antenna Azimuth,150,4.550938083649078,-0.3703499607862547,1.0,IBS_N
Heater Dutycycle,150,-0.3677179023515267,0.029924448149620857,1.0,IBS_N
Outboard Sensor minus Inboard Sensor Temp.,150,1.4075743783618382,-0.11454673877084559,1.0,IBS_N
2.5V_PCU_ELB,160,-2.54715967922595,-0.08913646831550921,1.0,IBS_N
